3413,2526,F
3016,3881,F
2579,4186,F
3760,6737,U
8088,4948,U
2895,5580,F
5040,7613,U
4147,4353,U
4933,5552,U
3016,2956,U
4755,1693,F
1002,7281,F
8056,2830,F
8494,3360,F
2532,2744,F
2183,7436,U
1009,8714,F
5538,1647,U
8196,5904,F
5131,7211,H
3969,5633,U
4159,1662,U
4913,3764,U
2512,8808,U
1011,8246,F
1477,2102,U
6669,9382,H
3045,8367,F
3631,8696,F
6099,5540,U
7271,3843,F
6116,7798,F
3605,8911,F
7188,8468,H
7482,7342,F
8460,7252,F
2289,7983,F
7684,4925,U
6329,9164,H
5774,4607,U
2852,2019,F
8787,8323,U
7155,5597,U
4386,2448,F
5023,5413,U
1898,7754,U
6816,8653,H
8490,3630,U
3325,7972,H
1335,8209,F
2406,6383,U
2145,2350,F
6920,1811,F
4396,4483,F
3493,4254,U
6203,2148,F
2248,3888,F
7930,7180,F
7478,8226,F
4880,8258,F
3308,5129,F
6534,2653,F
8010,8258,H
3708,1726,F
5635,6260,F
5431,3206,U
2767,7862,H
602,6919,U
6185,2736,F
3585,8634,F
640,8812,U
8440,8640,H
8653,4897,U
1462,7094,U
2834,6054,F
4825,7656,F
2860,3195,U
4069,8538,H
4046,4810,F
7646,1682,U
6299,9008,F
1339,3777,F
1996,6164,U
4419,1942,F
1696,3529,F
8310,4579,F
4865,5389,U
7224,4624,U
3740,4218,U
5451,5751,U
3233,8474,U
3922,4955,U
2051,6215,U
2862,5245,F
5144,8491,U
546,8563,U
6198,2314,F
1366,8934,F
6063,2927,F
8041,1708,F
5534,6084,H
4464,4207,U
5800,7510,F
6141,6532,H
6003,2707,F
2632,3024,F
6580,8820,H
588,2499,U
6962,9203,H
8511,5064,U
666,5735,U
6314,6486,H
9063,5139,U
1692,4495,U
8545,5608,F
2586,6321,U
3199,5420,U
8658,6384,F
4794,2056,U
7892,7573,F
4817,6456,F
6923,2268,U
3556,6095,U
6045,8894,H
1223,8780,F
2469,6325,U
3643,1853,F
6225,3072,U
7240,6047,U
5259,4135,F
986,2354,U
1278,7986,U
1216,6341,U
3381,5019,F
6651,7997,F
3018,6099,U
8296,8267,U
8151,2408,F
2375,7795,F
7824,6946,F
2666,4110,F
4093,4169,U
3472,4107,U
9161,6536,F
3178,6675,U
5465,7281,U
3621,7254,F
3870,8438,U
1916,8209,H
8311,9156,H
5740,7451,F
5025,1699,U
6177,3803,U
9317,7099,U
8076,4100,F
3206,5478,U
3490,4847,U
6930,8156,F
6825,6544,F
1451,8203,H
1942,7687,U
3618,2755,F
6238,8144,F
2275,2957,F
5468,5003,U
2013,2875,U
3677,6214,U
4833,3302,U
8099,8058,F
4039,8324,U
5843,9040,F
7391,1764,F
6542,8925,F
2844,2482,F
6411,2358,F
6899,3051,F
3018,4109,F
6001,2561,F
2375,4839,F
2232,9434,F
6233,4781,U
2194,2466,F
6723,6812,H
733,4556,U
1334,2039,U
6368,5187,U
918,2469,U
2374,2176,U
5387,1803,F
6944,4759,F
5903,2031,F
1955,3925,F
606,3630,U
5328,2025,U
2256,2213,U
6032,7654,F
5953,2310,U
660,2227,U
5112,9267,F
3807,7632,U
7674,5682,F
7445,3641,F
566,9182,U
4148,5408,U
8549,3454,F
3368,7449,F
2632,5261,U
3150,2754,F
3495,4300,U
2500,9433,F
7232,5567,U
2918,8345,U
4190,5783,U
4504,7250,H
1318,6012,U
3247,6597,U
3236,8932,H
5317,4831,U
8051,4713,F
5173,2245,F
2016,9026,F
854,5387,U
4700,6022,U
2284,1857,F
8096,1732,F
7610,6015,F
859,8569,F
3687,4438,U
733,4425,U
8202,8505,H
5282,2542,F
1078,8620,F
2443,8448,F
2313,3947,U
6432,8393,F
7642,2487,F
7381,3388,F
6423,1963,F
717,7126,U
7443,1949,U
7644,9043,F
3300,3500,U
5843,1872,U
7373,2298,U
2263,8989,U
7558,4432,F
6133,5151,U
4534,2989,F
3015,2923,F
6285,4996,U
3500,6645,U
1987,3462,U
930,8801,U
3143,5414,U
933,1669,U
7829,2954,F
1431,8900,F
3369,5443,U
7842,3018,F
5503,7583,H
2178,3290,U
2373,7859,F
1103,4073,U
1843,7067,F
6509,2420,F
2892,9051,H
6060,9326,H
7330,7093,F
4788,8380,F
1589,1978,U
7272,3895,U
4897,6176,U
4734,9288,F
2467,7045,U
672,6238,U
2213,5296,F
2174,7599,U
2533,3881,F
2208,8696,F
6429,5554,F
8464,4368,F
4623,6720,F
6915,6387,H
3023,6239,F
5099,7468,H
5480,6219,F
7132,9377,F
7758,4911,H
778,7760,U
955,5308,U
7424,4330,F
6575,6284,F
4669,2209,F
5863,5761,U
3325,7448,F
4530,4518,F
5847,8119,F
4339,4638,U
3838,8040,U
6232,5183,U
812,7794,U
5107,3505,U
6567,3660,U
7222,1900,F
3470,6103,U
3233,4702,F
3068,4692,F
6098,7499,F
5521,4086,U
7652,7912,H
3261,5310,U
2566,5950,F
1757,8390,H
8464,8912,H
8032,3050,F
2059,7697,U
8700,4485,F
2808,2040,U
5571,8369,F
8428,3870,F
2453,4108,U
3046,5437,U
4180,4070,U
7983,7708,H
3033,4183,F
2474,8353,F
8814,6202,F
8372,1699,U
2670,8156,F
4001,2481,U
3788,5955,U
6820,9140,H
2182,6091,U
889,3026,U
6991,5345,H
7663,5207,F
6952,9274,H
2217,2930,F
3898,3006,F
3998,7711,H
770,4600,U
7648,9116,H
5970,6047,U
7865,8572,H
2925,5576,U
1841,3752,F
9152,7681,U
4768,6582,F
7626,8104,H
1537,7212,F
927,8911,U
3828,5476,F
5659,8669,U
7694,2433,F
3028,7061,U
6528,9263,H
5262,6203,H
7005,3499,F
1824,2457,F
2843,9048,H
750,7304,U
3322,2281,F
3160,5800,U
2658,8196,U
6231,4693,U
2860,3354,F
1474,7606,F
7476,3404,F
1385,5649,U
3134,5062,F
7995,4977,F
5918,5823,F
4198,5750,U
2760,4657,U
8745,4820,F
5965,7012,F
6952,6823,U
8381,7901,F
8294,5901,U
5653,7407,H
4145,3647,U
3557,5239,F
1678,1710,U
7131,7500,U
2770,6122,F
5100,8638,U
1814,7005,U
4237,3408,U
8858,6749,U
5194,7370,H
2654,7514,F
3670,4736,F
2796,7973,H
7731,5312,F
7201,7393,F
5090,4930,F
6264,3368,U
5288,4326,F
7313,3430,U
6873,5116,H
7206,5479,F
2767,4209,F
6023,4678,U
2650,3102,F
1234,1973,U
2952,9000,F
8059,2058,F
8792,5890,F
2152,5107,F
6242,3769,U
3854,6187,U
4188,9150,F
5613,1868,U
8827,5492,F
5823,6689,F
4617,7759,U
4158,7607,H
1193,6718,U
7883,4089,U
5540,8327,U
5113,2935,U
6477,4054,U
5810,8219,U
2919,8676,H
5641,3411,U
3415,6002,U
7047,2161,F
6989,1674,U
2436,6206,U
2896,5808,U
3041,5074,F
1771,2378,F
3628,8510,U
4706,5175,F
7931,9462,F
7068,8148,H
5332,4924,U
7747,3425,U
7609,3106,U
2667,4226,U
1974,2848,F
6843,3226,F
6453,6072,U
6723,3699,U
4727,5381,U
7090,8969,U
2653,7989,H
3667,4305,U
4587,4086,U
3403,5705,F
6397,1664,U
8247,8907,H
2284,8533,H
5156,9214,U
1724,3263,U
3181,5370,F
7118,6784,F
4493,3281,U
700,2718,U
757,3026,U
1469,2638,F
3440,8178,U
5128,5158,U
8689,8098,H
6822,1954,U
1747,9010,F
7769,4769,H
5837,4752,U
3662,2355,F
6466,4555,U
7970,8201,U
5098,8763,U
7689,4220,F
5095,3292,U
6784,4630,U
4915,2566,F
5589,6744,F
1291,6128,U
7773,2772,U
2481,5272,U
4159,6533,F
6171,8889,F
5741,8555,U
1961,1885,F
3327,9038,U
6262,5481,F
1307,2881,U
4524,5157,U
4380,4208,U
582,3741,U
3073,2976,U
3136,6115,U
1441,1842,U
2061,9113,U
4300,6461,U
6443,2817,F
2848,7806,H
3966,3047,F
2652,5792,F
1278,8148,H
4033,4833,U
6731,5361,H
1517,8358,H
2029,6711,U
599,2552,U
5065,6521,F
6862,6906,F
1916,6982,U
7886,4928,F
4816,2567,F
8882,4185,U
904,3956,F
5537,4637,U
8142,5835,U
5060,3125,U
6735,7227,F
5551,9409,H
973,4488,F
6427,5480,H
2382,3059,F
7317,9307,H
8587,5725,U
2596,8703,H
6213,1829,F
4814,9156,U
2325,5015,F
756,7694,U
2364,3502,U
7740,2788,U
3533,8518,U
6043,6747,F
8129,3391,F
7235,8279,H
5437,4233,U
7257,6777,U
3678,9263,F
6436,3771,U
2215,3273,F
7699,4805,U
7843,7497,U
1326,5258,F
1475,3351,U
1666,3998,F
771,7918,U
7888,2461,F
7746,5712,U
7204,5971,H
3436,3237,U
4512,2609,U
8443,8427,H
5549,3992,U
5548,3524,U
7685,4947,H
4218,7382,H
6174,5834,F
5440,8198,U
9113,5717,U
5124,3056,U
8035,9331,H
2298,7135,U
3431,8035,U
7743,8837,H
1444,5314,U
9278,6697,U
976,5825,U
1959,9453,F
3075,6436,U
8850,8140,U
6458,4265,U
8017,5718,F
2614,3330,F
6912,1813,F
6160,2581,F
8047,2687,F
5228,9241,F
1908,3391,U
3331,7283,U
2371,4252,F
4139,1602,U
889,6795,U
7454,3587,F
8112,2665,F
2748,4832,F
6776,4633,U
5875,3435,U
3760,4100,U
6734,2326,F
888,4661,F
3003,5439,U
5356,3536,U
5727,6675,F
5183,2764,U
1185,8087,F
4254,5873,U
7515,8008,H
5424,4706,U
4245,8261,U
1750,8831,F
7374,6499,F
2051,9199,U
8554,3467,U
1022,3176,F
3402,8354,F
1234,7350,U
4909,2762,F
8133,1769,F
6646,6457,F
1935,9414,F
4547,4146,U
1362,5673,U
8270,4658,F
7785,9148,U
4778,4530,F
2965,2554,F
1152,3071,F
7630,5898,F
3352,8791,H
9042,7638,U
8420,7124,F
2181,7602,U
1360,3377,F
7661,7633,U
5393,2257,F
5079,3452,U
7784,6906,U
3348,6955,U
4385,3526,U
1938,8819,H
8978,5312,F
2442,3435,U
3171,8826,U
2722,4527,F
4976,7472,H
2132,7871,F
1831,4108,F
6491,5051,U
5261,3607,U
5048,5092,U
6218,2803,U
7842,8643,H
4296,5062,F
6346,6106,F
5205,6691,F
8513,3695,F
6163,2852,F
2614,2445,F
7564,2799,U
6215,3462,U
6042,4931,U
3246,3664,U
5273,4267,F
2115,1600,U
8501,7915,H
9159,6092,U
3571,6391,U
5858,2585,F
8806,6071,F
3026,8994,H
5520,7295,F
1574,9431,F
7514,6271,U
6344,4653,U
4109,1708,F
2977,5592,F
3514,2477,U
8053,5712,F
6639,1965,F
5555,4933,U
6437,2381,F
2034,6326,U
2862,7242,U
1339,6295,U
3591,1783,U
3569,2913,F
2588,6787,U
3109,8797,U
6801,9208,F
8321,7485,H
7655,3709,F
5769,6884,F
4582,7780,F
1940,5028,U
3993,9030,F
5663,8772,F
2257,6814,U
8644,3467,U
8740,5946,F
7575,4970,H
7193,7616,F
2515,5013,F
6500,6655,H
5027,3102,U
6366,2147,F
7793,3227,U
1370,9486,F
5125,4509,U
5334,2155,F
7563,5663,F
7639,3092,U
2918,7869,U
2416,9024,F
8537,3152,U
5393,7294,H
2144,4041,U
5051,1994,F
2432,1613,U
2091,8995,F
4596,5696,U
6661,4962,U
1461,3960,F
5013,8939,U
3328,6110,U
8989,6284,F
1285,4712,U
5932,7972,U
2948,3685,F
5154,7634,H
1420,2119,U
7320,8871,H
7020,4116,F
7319,5552,F
2198,3868,F
1091,3333,F
3006,2511,F
6733,8441,H
3890,4655,U
7864,2403,F
5825,5497,U
9100,5801,F
1143,3719,F
9089,7700,U
8603,7252,F
859,2608,U
3877,3498,U
6805,7556,F
2913,5199,F
1743,8244,H
3437,8252,U
9352,6932,U
6151,7585,F
5099,8830,F
4408,9199,F
8409,2156,U
3757,4446,U
6626,8688,U
1214,3566,F
2320,3725,F
7486,4820,F
6787,5063,F
6394,3249,U
1775,3298,U
2212,5912,U
6306,3964,U
8259,9246,H
3311,2434,F
4633,2726,F
8600,6317,F
5983,6340,H
2012,6407,U
3916,6159,U
3826,7186,H
1938,7289,U
5655,4053,U
4086,2195,U
5846,2671,F
6774,5266,H
2344,2298,F
5274,5524,U
5595,6568,F
4824,4892,F
4646,9320,F
1175,6837,U
2142,7337,F
6675,5185,F
8051,3549,U
5401,5557,U
1297,4695,U
4039,7142,F
7281,7219,F
7746,4052,U
645,2740,U
5424,6557,H
2509,7002,U
3371,7555,U
3699,8516,F
2334,9112,F
7705,3643,F
8117,6149,U
7297,5706,F
5993,4062,U
8541,2424,U
866,9111,U
8157,7203,U
1560,6746,U
5325,3061,U
2089,7934,U
681,2977,U
8664,3674,U
7157,9242,H
3137,4834,F
855,2474,U
6560,6180,F
3313,5701,F
9263,6622,U
5417,2851,F
4939,3563,U
8499,6321,F
2122,8948,F
6444,9256,H
7091,6712,H
5299,4801,F
3892,1600,U
4375,7236,F
8116,7651,H
4149,6927,F
6262,5483,F
3606,7469,U
4356,8284,F
7760,8442,H
1234,3566,F
3249,5140,F
2281,9181,F
8015,8167,F
4301,5046,F
8612,6056,F
3514,1947,F
2728,5821,U
1736,8798,U
5350,6599,F
5596,5708,U
2367,1835,F
5315,4147,F
4746,6706,F
6896,2024,F
4994,3649,U
2392,3586,F
6801,2238,U
2348,9028,H
8400,2453,U
1064,9103,U
2149,6017,U
5128,1834,F
5907,8363,F
2763,4934,F
7313,7281,F
1746,7994,U
7563,4347,F
1993,8481,H
8370,4126,F
7352,6451,F
3719,3669,U
2462,4183,U
7969,5720,U
1287,2689,F
5288,3649,U
5675,3955,U
4355,4948,F
4177,2545,F
8711,6998,F
3713,4653,F
8276,3664,F
4335,5134,F
8887,4982,F
3267,6806,U
3199,4154,F
3162,7617,U
5030,8699,F
6578,9153,H
3393,5712,F
7431,8600,U
8178,8987,U
8129,5235,F
1160,1574,U
6690,3820,U
7754,6126,F
9053,5543,U
3252,1962,U
8125,3296,U
892,7403,U
2721,5569,U
2325,2572,U
838,7772,U
856,6190,U
1889,6115,U
2416,3874,F
2511,6299,U
1673,8431,F
1312,7289,F
4706,2021,F
7884,4504,F
6049,5466,U
4176,2027,F
2401,8568,U
2155,3559,U
3952,2884,F
3721,2558,F
3575,7694,F
5672,6801,F
7731,4599,U
1553,5891,U
5858,6811,F
838,3987,F
8490,6229,F
8552,2773,U
8507,8329,H
6982,6982,U
4144,7403,H
1895,2101,F
1366,6601,U
2605,9353,U
9270,7251,U
6110,3170,U
3432,4343,F
6416,9254,H
8538,3983,F
6440,4938,U
6372,8515,F
4004,8867,F
2517,6302,U
9351,6829,U
6671,1846,U
2827,5160,F
2362,6550,U
2839,4116,U
1011,8631,U
7832,9399,H
4845,7337,F
8253,8352,F
3710,8518,F
1016,3898,F
4888,2304,U
6968,4293,F
7335,5543,F
6723,7908,U
1944,9236,U
3466,5321,F
740,9340,U
1474,6062,U
5477,3069,U
8939,5442,F
2633,8714,H
6020,7959,U
6227,6275,F
6895,5585,F
8839,4210,U
7855,5336,U
7303,6674,H
9176,6898,F
2439,2582,F
6034,9324,H
2546,6058,F
8472,5713,F
3901,2400,F
8417,5649,U
8239,8022,H
5346,7977,F
7744,3674,U
4692,5414,U
5479,4411,U
5085,5121,U
8292,9153,H
3443,7854,U
4439,3114,U
735,2613,U
4828,7758,F
6084,9084,U
3945,6138,U
7821,8472,H
7142,3923,F
3650,6433,U
2129,8831,F
2070,4821,F
6873,8129,F
1442,5463,U
7638,2272,F
3552,7326,U
2905,3243,U
5578,3100,U
5100,3595,U
5657,3571,U
4772,6555,U
5301,2899,F
4549,4465,U
7951,8003,H
7253,5128,F
2438,2401,F
8856,6161,F
5215,8904,F
8938,7324,H
7119,5919,H
6189,5668,F
8815,6217,U
4054,5996,U
1012,7501,F
2182,7581,F
4473,1970,F
3907,6272,U
2040,5224,U
7331,2681,U
6854,6898,U
6941,9480,H
7110,8826,H
837,2299,U
4400,3211,U
2121,6989,U
7483,5944,U
7778,1807,F
7790,2448,U
5293,7548,H
6637,2050,F
3933,8566,F
2780,2133,F
1386,5420,U
6712,5342,H
1664,8014,H
4641,1891,U
2220,6627,U
8211,6391,U
5814,3340,U
6519,6390,F
5554,2131,U
3815,6840,U
3669,4299,U
5733,2602,F
2979,5576,F
6542,4816,U
7271,5703,F
895,8146,F
6636,2210,U
5110,6403,F
7316,6846,U
2483,9168,H
3147,6013,F
2726,4397,F
7906,6112,F
7918,7203,U
2956,4923,F
4048,2861,U
1074,9074,F
6839,5771,H
3933,4413,U
3428,8096,F
1289,4825,U
4297,8190,F
1160,6760,U
4101,3247,U
6163,2464,F
5728,8049,F
4172,6339,U
1311,6304,U
4303,2535,U
1489,2798,F
2320,1675,U
8423,3939,U
4736,9457,U
8762,3535,U
5592,4721,U
1657,3843,F
5523,8620,F
3214,6586,U
6697,3068,U
3517,5424,F
945,2187,U
2422,6853,U
8506,8082,H
2630,1884,F
3129,6538,U
1090,3881,F
3800,4442,U
7891,2854,U
9112,6917,F
4148,7829,H
4836,1731,U
897,4469,F
5217,5842,U
2913,2529,F
1831,2676,F
6598,7175,F
7261,6670,F
3458,8952,F
553,9070,U
4246,7931,H
5460,3090,U
5468,8922,U
5307,2981,U
5125,9237,F
4435,7971,F
2492,8733,U
2773,6625,U
6784,8002,F
2610,8140,H
5939,1739,F
5820,7133,F
1201,2355,U
7313,3111,U
2657,7782,F
6698,4662,U
3608,4828,U
1629,4680,U
5203,5572,U
661,8323,U
8659,2757,U
591,8689,U
7822,4995,F
7268,4290,U
7639,6106,F
1961,5591,F
5046,6494,F
8723,4680,F
3056,5985,F
6740,7914,U
6170,9044,H
5174,6879,H
6641,2105,U
6128,6474,H
3672,5280,U
6388,7286,F
3994,4953,U
4661,5491,U
5013,7202,F
886,6056,U
5666,4742,U
3273,7846,H
6115,5878,F
7261,7344,F
4543,8563,U
748,9122,U
670,2062,U
5038,3529,U
6826,2579,F
7926,5357,F
8226,8893,H
954,8174,U
3713,1708,U
5986,1621,U
7538,8845,H
2285,5903,U
1793,5462,F
6938,3214,F
2580,6948,U
5572,5336,U
2864,1771,F
8312,3721,F
5544,5841,H
5040,3138,U
2855,6968,U
1601,3054,F
5054,9151,F
6814,4490,U
8632,3915,F
1582,1884,U
2141,3003,F
3232,2839,U
5881,6542,H
7377,8025,H
2298,7585,F
7727,5823,U
2620,5854,F
2235,6566,U
5069,5201,U
4012,2866,F
5013,5784,U
8461,6737,F
4098,3472,U
4933,6141,U
6014,8795,F
994,6418,U
5236,6084,H
5925,3929,U
1494,7664,F
5120,8798,U
6092,8531,U
6252,8118,U
1769,4140,U
5157,2289,U
3239,9024,H
558,7283,U
7399,6469,U
2898,7078,U
2024,3758,F
5446,8637,U
5224,5811,U
6205,3245,U
4264,4846,F
5035,6479,U
7207,2687,F
3678,2272,U
5695,5519,U
6810,6996,H
8699,4130,F
2837,2361,F
1968,9178,F
2994,7539,H
4168,2952,F
7030,3848,U
660,4717,U
8516,2765,U
8481,6134,F
6273,7512,U
7171,2709,U
913,6891,U
2472,9056,U
5223,1947,F
2811,3129,U
4114,7223,H
7505,3756,F
7431,2655,F
8790,7954,H
1274,6087,U
6281,6604,F
3447,5233,F
4453,3178,U
7665,4975,U
7705,2099,F
6880,5415,H
7018,8155,H
3553,9168,F
6401,7839,F
5906,9434,H
6999,5635,H
596,6731,U
7671,9196,U
3825,5082,F
6572,7525,F
5400,4070,U
8253,8013,F
6363,2535,F
5158,2001,F
5757,2411,F
1383,3649,F
6959,9099,H
1517,9007,U
2317,2152,F
5462,3259,U
8142,5178,F
6410,2529,F
4205,3899,U
4738,4712,U
1642,8274,F
1525,5068,U
695,4875,U
572,8673,U
1548,5126,F
1743,5385,F
7580,2666,F
5846,9300,H
2760,5253,U
6572,4145,U
2263,2676,U
8350,9271,H
4322,2131,F
2796,1893,F
6366,3504,U
5601,3704,U
4517,4334,F
7445,2516,F
1751,4343,F
5236,4688,U
6546,3924,U
3602,7789,F
9119,7649,U
8637,6473,U
7921,5007,F
8523,7197,F
2164,7104,U
5793,9451,H
1145,7929,U
854,2496,U
6278,9253,H
663,1598,U
2883,9161,F
7563,5182,F
7547,7644,F
4573,3119,U
5794,8005,F
4022,7192,U
3531,6675,U
7269,7436,F
8156,5829,F
2822,4057,F
8221,6318,F
4941,8469,F
2043,8823,F
2099,7407,F
4644,7560,F
6032,4616,U
7443,5655,F
6506,3566,U
5677,6537,F
5824,6598,H
8636,6093,F
5105,6662,F
1370,4850,F
8651,8464,H
4649,7347,H
2626,5985,U
6767,3609,U
4159,5480,F
2270,3631,U
5982,8664,F
3728,7812,F
7198,2627,F
8465,3351,F
3102,2764,U
8400,5188,U
7649,7806,U
8575,6105,U
7855,5142,F
6267,3041,U
6650,5551,H
2368,2587,F
7503,6480,H
2506,6024,U
4868,2161,U
857,6346,U
1778,1923,U
1171,5009,U
1597,2955,F
5497,5548,U
8294,4943,F
3988,3945,U
8770,6822,F
5396,6329,F
3655,6200,U
7331,3586,F
5707,3784,U
5539,1995,F
5031,7898,F
6835,6358,F
3840,6291,U
3831,3916,U
8572,8655,H
646,6276,U
1719,4343,U
8850,6681,F
4874,3336,U
3216,4256,F
1714,3964,F
1792,5663,U
5933,6229,H
1474,8346,H
6680,8405,F
5249,3211,U
7235,7284,U
685,8767,U
7676,4834,F
5439,3216,U
6685,6554,U
3822,4456,U
7852,6621,F
3140,5356,F
2006,8118,U
4884,2844,F
5034,7672,H
3059,7178,F
1852,7445,F
4836,2200,F
8724,5118,F
4530,7209,F
5451,5948,F
6939,3732,F
3196,1599,U
4048,6806,F
2735,3429,F
6338,4486,U
4384,1725,U
3271,8379,H
5916,5757,F
4935,4166,F
6163,8919,H
5926,6449,H
7036,9380,H
6903,6229,H
2053,8154,H
8025,8013,H
2068,3658,F
2942,6655,U
2778,3620,F
3302,8557,F
5133,5794,U
577,7752,U
3554,4821,F
7211,4121,F
3116,4696,F
1551,7729,U
5359,1692,U
6718,6865,F
4679,9224,U
3661,5626,U
2066,8848,H
8462,3676,U
1091,4390,F
1632,5270,U
2681,7890,F
3020,5430,F
4886,3882,U
7948,5730,U
2490,5904,F
5943,8179,F
5663,8858,U
3036,4242,F
8229,2489,F
2599,9043,H
4473,2495,F
5691,9356,U
8052,8438,H
5526,8565,F
6573,8175,F
4027,2931,U
5359,8826,F
6298,6329,U
4272,8830,U
2315,9237,U
1847,8085,F
2000,3043,U
7408,5391,U
6310,5589,F
1270,5326,U
2541,1666,F
8223,3463,F
5124,9246,U
2035,8074,F
4354,4296,U
5258,5656,U
1010,2812,F
5066,5381,U
1872,8405,H
2589,6900,U
2080,8490,H
6700,8588,H
4907,3454,U
3463,2185,F
6999,7641,F
4713,5774,U
1566,8712,U
6342,2220,U
3370,8195,F
6552,4872,U
2547,1708,U
5389,8735,F
884,7034,U
3180,2082,U
3588,5541,F
2629,1565,U
924,6693,U
2800,8784,F
3035,3700,F
2105,3792,U
7589,7286,F
5558,2131,F
3835,2681,U
4098,7782,H
2433,4416,F
6454,2281,F
3750,8965,F
4023,8286,U
5151,6544,F
3026,8314,F
4957,3666,U
6841,6167,H
5978,8347,U
2918,6371,U
8108,9233,U
2501,6597,U
4667,9249,F
3216,8449,U
3255,4562,U
7151,7135,U
4312,6961,H
2065,5296,F
7478,5061,H
3984,6836,H
3932,4130,U
4400,5148,U
1151,9144,F
8437,3943,F
6811,6464,U
4419,5950,U
2265,4360,F
2116,3174,U
2856,8047,H
2894,3889,F
8862,7864,H
5049,3475,U
9035,6148,U
1907,2301,F
1242,8354,U
1372,2680,U
4129,3967,U
